Order_ID,Customer_ID,Date,Amount,Category
107.0,202,2025-09-16,911.5310689254947,Clothing
108.0,126,2025-07-30,1211.675616086678,Electronics
109.0,236,2025-09-16,433.65700041465726,Clothing
110.0,114,2025-04-12,354.5767342599926,Books
111.0,189,2025-09-17,1186.6795468274952,Home
112.0,141,2025-12-10,1044.5150600855882,Clothing
113.0,223,2025-06-08,1037.4179973570574,Books
114.0,162,2025-02-14,851.3201436523311,Electronics
115.0,195,2025-10-28,867.1885970259958,Clothing
116.0,151,2025-09-08,1116.761382694068,Books
117.0,195,2025-11-27,441.50359762573316,Electronics
118.0,231,2025-06-14,561.5142754925859,Books
119.0,242,2025-07-12,1313.87331725408,Electronics
120.0,128,2025-01-09,497.85454146762874,Home
121.0,135,2025-03-06,842.1488784999835,Clothing
122.0,112,2025-10-09,1068.8272228096919,Home
123.0,170,2025-06-30,1499.890998908106,Home
124.0,185,2025-10-09,681.1724306682313,Clothing
125.0,127,2025-10-06,670.7346711061684,Home
126.0,165,2025-01-30,1271.7531501788178,Home
127.0,144,2025-09-23,1217.9795113268017,Books
128.0,161,2025-11-24,1110.0600285150954,Clothing
129.0,233,2025-08-05,721.6829742430918,Home
130.0,127,2025-11-16,519.7117242330379,Clothing
131.0,127,2025-04-15,932.6591997480305,Books
132.0,207,2025-07-03,1320.5237750408794,Electronics
133.0,143,2025-11-26,1331.4773144024505,Home
134.0,183,2025-05-28,207.3226003521357,Home
135.0,129,2025-04-15,671.1079115290685,Clothing
136.0,174,2025-02-16,723.8468364881867,Home
137.0,227,2025-03-28,1467.542282909442,Clothing
138.0,191,2025-11-05,1033.0971221017476,Home
139.0,228,2025-05-09,640.5073050300023,Home
140.0,220,2025-09-15,87.78393467910985,Clothing
141.0,126,2025-11-10,869.8084821438341,Electronics
142.0,220,2025-05-27,189.3101646756164,Books
143.0,215,2025-03-13,1259.9524381542565,Clothing
144.0,102,2025-05-20,1141.1520578270251,Electronics
146.0,236,2025-01-29,672.3556303354646,Clothing
147.0,161,2025-09-28,1351.1415000747145,Books
148.0,150,2025-06-23,786.67653563792,Clothing
149.0,158,2025-09-10,411.07894505481767,Home
150.0,217,2025-03-01,1411.836277597355,Home
151.0,195,2025-04-17,1223.4064632925497,Electronics
152.0,212,2025-08-08,1239.9071099474322,Home
153.0,161,2025-09-16,333.031030700092,Books
154.0,151,2025-05-26,257.77918757485486,Clothing
155.0,111,2025-02-21,87.74284723484561,Books
156.0,138,2025-03-01,393.71018793208606,Electronics
157.0,229,2025-02-03,1172.5762129857708,Home
158.0,230,2025-04-06,398.05570720801717,Clothing
159.0,212,2025-03-30,1107.1997612125706,Clothing
160.0,200,2025-11-12,786.67653563792,Books
161.0,212,2025-08-19,623.1741220284739,Books
162.0,180,2025-10-02,1475.5853203715421,Clothing
163.0,212,2025-09-03,404.9770103619966,Home
164.0,101,2025-04-21,595.7374095824881,Electronics
165.0,229,2025-08-22,486.5764116745598,Electronics
166.0,153,2025-10-05,208.95623017850332,Clothing
167.0,186,2025-06-15,760.3465060896962,Clothing
168.0,228,2025-05-08,599.1014618328533,Clothing
169.0,246,2025-08-25,1057.586274420556,Books
170.0,225,2025-10-18,1235.512093079742,Home
171.0,229,2025-04-17,839.1620860186758,Home
172.0,152,2025-05-08,96.68481202663844,Clothing
173.0,167,2025-07-14,947.4374165403462,Electronics
174.0,222,2025-12-05,130.31655853036182,Books
175.0,244,2025-05-23,943.7166692185862,Clothing
176.0,137,2025-04-21,1043.2934264403234,Books
177.0,123,2025-03-31,336.76306004540174,Clothing
178.0,168,2025-09-08,1238.051915646568,Books
179.0,215,2025-10-07,1371.0734407823704,Electronics
180.0,197,2025-11-29,1228.9760979650384,Electronics
181.0,238,2025-08-12,492.40832580751913,Electronics
182.0,243,2025-04-11,900.63236804617,Electronics
183.0,196,2025-05-12,1376.4819663272801,Home
184.0,223,2025-01-13,514.9638530231324,Home
185.0,169,2025-04-08,1239.0403422848663,Books
186.0,192,2025-04-30,63.73894032945996,Clothing
187.0,102,2025-10-20,55.28771903778059,Home
188.0,247,2025-10-31,1151.5819074915028,Clothing
189.0,246,2025-07-18,1154.0989940843256,Books
190.0,189,2025-01-01,1194.0169223858259,Clothing
191.0,246,2025-03-01,1398.5389149378354,Electronics
192.0,247,2025-09-07,220.9641521394121,Electronics
193.0,195,2025-05-20,386.37822822634814,Home
194.0,151,2025-05-29,1360.401134542021,Books
195.0,227,2025-02-13,306.9924867699125,Home
196.0,138,2025-07-05,1039.2324379860468,Home
197.0,181,2025-04-18,819.1713500591823,Home
198.0,203,2025-02-13,170.6308314346855,Books
199.0,228,2025-03-19,463.63230981522264,Electronics
200.0,110,2025-08-14,804.5397138394034,Electronics
201.0,141,2025-06-11,1285.9076691915595,Home
202.0,198,2025-10-08,1075.930809941277,Clothing
203.0,106,2025-09-10,951.7305841096529,Electronics
204.0,243,2025-05-12,769.2476904150515,Electronics
205.0,189,2025-05-24,483.0917765304947,Books
206.0,211,2025-09-23,222.9051214129287,Electronics
207.0,159,2025-04-19,643.1602501208386,Electronics
208.0,212,2025-07-13,91.35181617137422,Home
209.0,101,2025-02-04,786.67653563792,Home
210.0,228,2025-10-02,677.1008950153567,Books
211.0,147,2025-07-06,656.9775192242769,Books
212.0,239,2025-08-31,114.22837494563899,Clothing
213.0,136,2025-09-21,786.67653563792,Electronics
214.0,108,2025-01-10,847.0421709871925,Home
215.0,198,2025-06-15,163.25124083032364,Home
216.0,246,2025-01-29,1417.586426067637,Electronics
217.0,147,2025-09-28,194.10502947874718,Books
218.0,230,2025-03-28,1289.5095192941374,Home
219.0,247,2025-01-23,50.449111276758615,Books
220.0,153,2025-07-29,1329.3075878158054,Home
221.0,219,2025-02-15,78.5936116962532,Home
222.0,215,2025-01-28,1148.8274462435681,Clothing
223.0,174,2025-01-26,574.4516763853668,Home
224.0,212,2025-09-23,1120.4143601976639,Electronics
225.0,203,2025-06-24,632.5305478662189,Electronics
226.0,183,2025-01-04,152.81648738117053,Electronics
227.0,211,2025-11-07,1162.884708323278,Books
228.0,198,2025-11-18,153.31639371597922,Home
229.0,192,2025-03-08,1387.074632143766,Books
230.0,245,2025-05-15,123.91235189790899,Clothing
231.0,227,2025-02-24,745.0216527686974,Home
232.0,209,2025-01-31,1098.3999247336537,Electronics
233.0,181,2025-03-15,620.2073739484547,Clothing
234.0,153,2025-01-19,364.9885381590303,Clothing
235.0,167,2025-06-05,1150.6818940242392,Home
236.0,132,2025-12-03,1187.2273219436534,Electronics
237.0,241,2025-06-05,1387.9077267338325,Books
238.0,120,2025-05-27,595.4394101250626,Home
239.0,147,2025-03-28,784.0650150211239,Electronics
240.0,247,2025-01-20,576.5362421268045,Clothing
241.0,227,2025-09-26,422.7686416844839,Home
242.0,235,2025-11-29,1138.9977942295325,Clothing
243.0,234,2025-02-12,542.4951752745853,Electronics
244.0,244,2025-11-02,670.8166908889104,Books
245.0,227,2025-01-28,635.3268035548404,Books
246.0,132,2025-09-17,786.67653563792,Clothing
247.0,214,2025-01-22,1380.8036578604856,Clothing
248.0,218,2025-04-11,1016.7962888956971,Clothing
249.0,121,2025-02-08,733.7947643366373,Home
250.0,137,2025-10-17,1179.847416371381,Electronics
251.0,208,2025-12-19,979.4084199770995,Clothing
252.0,150,2025-10-27,137.88501782082955,Clothing
253.0,107,2025-06-19,188.7122003073204,Clothing
254.0,126,2025-10-23,104.97956890676832,Books
255.0,126,2025-12-19,712.3836729991638,Clothing
256.0,120,2025-05-10,1247.487479791499,Electronics
257.0,129,2025-06-05,503.9705955594605,Books
258.0,196,2025-03-15,607.0322654840984,Electronics
259.0,127,2025-12-08,1368.7418071334414,Books
260.0,210,2025-03-31,1263.5099957091495,Books
261.0,160,2025-03-08,1014.319762954712,Home
262.0,147,2025-08-24,436.8654840337644,Books
263.0,246,2025-07-19,219.71014989824306,Clothing
264.0,103,2025-11-28,73.28529288616488,Electronics
265.0,134,2025-08-15,205.16547527641026,Electronics
266.0,148,2025-12-14,474.264843254717,Clothing
267.0,116,2025-08-21,850.0955921902687,Home
268.0,145,2025-09-23,142.80011999096098,Books
269.0,216,2025-03-27,247.53027856175106,Clothing
270.0,105,2025-04-12,312.5670183465145,Clothing
271.0,198,2025-08-02,966.374034825794,Home
272.0,223,2025-04-18,942.8952085211804,Books
273.0,136,2025-06-14,786.67653563792,Electronics
274.0,123,2025-04-01,413.22706580911245,Home
275.0,192,2025-07-11,786.67653563792,Books
276.0,145,2025-12-01,190.2000886897274,Clothing
277.0,194,2025-03-27,378.36787544917956,Books
278.0,198,2025-08-10,1351.6725783852416,Home
279.0,215,2025-12-29,1470.5530323319513,Books
280.0,166,2025-04-11,989.1063991784273,Books
281.0,227,2025-08-14,1379.3937734339593,Home
282.0,117,2025-12-30,981.9757555820664,Home
283.0,124,2025-03-01,98.13490485293133,Clothing
284.0,153,2025-09-07,1495.3057482302931,Books
285.0,157,2025-02-17,193.4808374454756,Electronics
286.0,166,2025-04-27,786.67653563792,Home
287.0,203,2025-08-15,416.61249445844555,Books
288.0,123,2025-12-28,618.3726137150923,Electronics
289.0,213,2025-02-02,786.67653563792,Electronics
290.0,131,2025-02-13,682.9066564961752,Books
291.0,185,2025-06-14,413.29178545013593,Books
292.0,226,2025-12-11,534.9469709735708,Books
293.0,229,2025-10-19,545.2447695386056,Electronics
294.0,116,2025-12-03,1441.0196615369098,Books
295.0,203,2025-12-10,1207.988873089004,Clothing
296.0,236,2025-10-14,714.8957186451302,Electronics
297.0,142,2025-12-30,339.74033449497796,Home
298.0,138,2025-08-13,1225.9733598808511,Home
299.0,125,2025-10-13,277.9145838321416,Books
300.0,198,2025-07-23,355.17021485590493,Home
301.0,149,2025-06-21,580.7194181682191,Books
302.0,112,2025-01-12,1326.5048839853857,Electronics
303.0,159,2025-11-03,241.09066951945988,Home
304.0,234,2025-05-01,227.2395796390628,Books
305.0,156,2025-09-01,766.2637330426356,Clothing
306.0,135,2025-06-01,450.7952845858283,Clothing
307.0,119,2025-06-01,874.6555153898319,Clothing
308.0,164,2025-07-07,704.873192790674,Books
309.0,107,2025-01-13,680.6907042092644,Clothing
310.0,243,2025-04-01,212.36080720614027,Home
311.0,241,2025-07-19,254.52205086226823,Clothing
312.0,214,2025-03-15,1240.5639372979326,Home
313.0,242,2025-09-13,1334.5299694790294,Home
314.0,191,2025-10-03,390.29112268361285,Books
315.0,197,2025-11-24,214.51772721091513,Home
316.0,165,2025-11-25,127.45417430504038,Electronics
317.0,131,2025-03-12,932.0315399257504,Clothing
318.0,185,2025-03-19,1087.2621581252981,Books
319.0,150,2025-10-11,590.574484344648,Home
320.0,162,2025-05-10,1035.5300078614273,Clothing
321.0,224,2025-02-12,1083.7902825613128,Clothing
322.0,249,2025-01-08,1406.2463080255127,Electronics
323.0,157,2025-01-13,144.06677486090553,Clothing
324.0,157,2025-08-01,328.82299868506567,Books
325.0,185,2025-04-21,149.3626820156328,Books
326.0,148,2025-10-18,1308.5912033373602,Home
327.0,169,2025-01-23,1199.2513820486745,Home
328.0,114,2025-10-29,883.2310024016666,Clothing
329.0,153,2025-09-11,171.3119445742156,Clothing
330.0,200,2025-01-15,446.30292004789345,Clothing
331.0,107,2025-05-10,481.6937796848495,Electronics
332.0,152,2025-03-02,863.0776342223548,Home
333.0,159,2025-04-25,424.1636463532374,Clothing
334.0,207,2025-11-16,155.7918026737845,Clothing
335.0,104,2025-11-04,1109.6053376872842,Home
336.0,202,2025-11-21,483.6663069003464,Books
337.0,105,2025-03-08,705.9425566837859,Clothing
338.0,208,2025-09-06,235.11662072434277,Electronics
339.0,215,2025-06-24,786.67653563792,Clothing
340.0,193,2025-12-05,870.0212215398835,Clothing
341.0,146,2025-01-02,1357.299158004301,Electronics
342.0,198,2025-06-21,768.4337664447334,Books
343.0,154,2025-11-30,1415.0672241359257,Electronics
344.0,151,2025-10-11,1343.2088963529227,Electronics
345.0,243,2025-02-23,885.8667918658892,Home
346.0,112,2025-03-08,786.67653563792,Clothing
347.0,213,2025-04-12,518.4786835771008,Books
348.0,223,2025-04-30,786.67653563792,Clothing
349.0,205,2025-07-10,115.94302939375355,Books
350.0,246,2025-10-31,904.341314807587,Electronics
351.0,244,2025-02-16,1096.7897563969534,Home
352.0,219,2025-08-10,1171.6028258510496,Electronics
353.0,162,2025-01-21,267.23361476684977,Clothing
354.0,118,2025-06-07,694.0306548531254,Home
355.0,191,2025-12-14,306.45165753617766,Home
356.0,157,2025-06-08,1010.0846558386609,Clothing
357.0,189,2025-08-23,279.0222400115638,Books
358.0,216,2025-05-30,1361.0373417363087,Clothing
359.0,161,2025-09-14,384.42023620904934,Books
360.0,122,2025-06-14,472.533286117955,Books
361.0,226,2025-03-18,1283.8141671189496,Books
362.0,236,2025-03-26,714.7780347112995,Home
363.0,239,2025-02-15,84.79412141010589,Electronics
364.0,228,2025-02-16,767.1500642438364,Home
365.0,157,2025-08-01,172.5878363011784,Electronics
366.0,221,2025-02-28,1478.7498420966006,Home
367.0,100,2025-02-23,902.7617771606234,Electronics
368.0,133,2025-12-08,421.97229553591876,Electronics
369.0,195,2025-01-12,867.3906353440458,Home
370.0,225,2025-07-11,161.45729990354454,Books
371.0,217,2025-01-06,1209.8423911897846,Books
372.0,147,2025-11-05,1391.7256781030374,Electronics
373.0,188,2025-05-24,1317.9443628989313,Clothing
374.0,216,2025-12-12,545.548523332916,Clothing
375.0,228,2025-09-18,522.3637734828843,Home
376.0,115,2025-03-14,100.87703626363499,Home
377.0,168,2025-06-23,994.5305201163293,Home
378.0,121,2025-08-20,825.6119370752026,Clothing
379.0,192,2025-09-27,716.052238424645,Books
380.0,175,2025-12-28,1366.0648823353251,Home
381.0,243,2025-08-10,293.4244065701272,Home
382.0,185,2025-02-21,786.67653563792,Books
383.0,128,2025-04-26,156.30885557510987,Electronics
384.0,168,2025-01-26,373.8885848496849,Home
385.0,146,2025-02-22,98.26404643201258,Clothing
386.0,193,2025-12-31,786.67653563792,Clothing
387.0,243,2025-01-29,505.43116008868816,Home
388.0,184,2025-01-19,311.7003616987924,Clothing
389.0,138,2025-10-30,1137.62190867556,Books
390.0,199,2025-10-06,346.45442303716857,Electronics
391.0,132,2025-04-27,1047.0273964410003,Electronics
392.0,200,2025-04-16,556.4341134790764,Home
393.0,122,2025-11-05,792.150252960704,Home
394.0,109,2025-08-15,1404.1072077844137,Electronics
395.0,168,2025-12-18,104.1598704829286,Electronics
396.0,199,2025-07-05,775.3835358423197,Home
397.0,133,2025-09-18,1288.9132924750463,Clothing
398.0,237,2025-01-16,902.5626601370053,Home
399.0,246,2025-09-30,451.4622495994771,Books
400.0,195,2025-06-09,626.6376459602998,Home
401.0,100,2025-12-24,1036.385161656433,Home
402.0,168,2025-09-07,1341.6772467550145,Home
403.0,103,2025-08-12,109.54624193258681,Home
404.0,115,2025-09-13,153.7312917410458,Home
405.0,123,2025-06-29,521.324709233902,Home
406.0,179,2025-01-20,387.5305424343445,Clothing
407.0,101,2025-04-22,434.14978502248874,Home
408.0,227,2025-04-30,370.8414980075273,Electronics
409.0,183,2025-07-13,333.9463208399787,Home
410.0,239,2025-04-21,239.40475196047308,Clothing
411.0,223,2025-07-29,1404.233491103095,Books
412.0,132,2025-01-01,259.07472266392193,Electronics
413.0,200,2025-02-27,346.38547341002743,Home
414.0,111,2025-04-03,407.0852997721393,Home
415.0,166,2025-08-09,1402.8715660391097,Clothing
416.0,164,2025-07-30,1145.785493721573,Home
417.0,173,2025-08-20,1195.0641739574962,Clothing
418.0,142,2025-09-19,201.89947633082215,Home
419.0,143,2025-12-30,1262.649318772724,Books
420.0,128,2025-04-13,641.8799686352561,Clothing
421.0,240,2025-02-19,431.09338800796365,Home
422.0,111,2025-04-20,884.8376211044502,Books
423.0,194,2025-03-29,1242.1652134342642,Electronics
424.0,145,2025-01-20,1179.0456190586185,Clothing
425.0,229,2025-01-14,1340.4963497426415,Home
426.0,134,2025-05-13,1395.7916697223936,Home
427.0,180,2025-10-23,786.67653563792,Electronics
428.0,189,2025-02-03,664.5939465454439,Electronics
429.0,107,2025-07-27,71.21138184735152,Clothing
430.0,192,2025-10-28,786.67653563792,Clothing
431.0,189,2025-07-18,274.1296196384129,Clothing
432.0,214,2025-03-21,1299.1384778969068,Home
433.0,204,2025-03-12,527.6116168805647,Home
434.0,234,2025-06-04,583.7937054726505,Clothing
436.0,213,2025-03-19,523.9742451597134,Electronics
437.0,174,2025-06-21,1338.127340061833,Books
438.0,219,2025-10-16,87.04373162632601,Home
439.0,120,2025-02-02,786.67653563792,Clothing
440.0,237,2025-10-27,95.52946322847464,Home
441.0,200,2025-10-03,587.8389664081442,Electronics
442.0,198,2025-01-07,300.3289291314222,Clothing
443.0,135,2025-06-09,415.71667023913943,Books
444.0,195,2025-08-28,1322.5176410840575,Clothing
445.0,136,2025-01-24,682.271369901742,Clothing
446.0,111,2025-08-02,447.0070875327727,Clothing
447.0,212,2025-03-11,904.5406480282943,Clothing
448.0,112,2025-08-04,256.05509175724444,Books
449.0,122,2025-04-14,426.117830760241,Electronics
450.0,198,2025-08-03,842.0595530241884,Home
451.0,204,2025-02-23,394.4084106796998,Books
452.0,129,2025-10-21,786.67653563792,Books
453.0,116,2025-11-26,762.6623882763076,Home
454.0,212,2025-12-02,1169.3841518693018,Clothing
455.0,161,2025-07-22,1424.9545767975794,Books
456.0,183,2025-10-15,217.91708955374122,Electronics
457.0,211,2025-02-14,535.26426447759,Home
458.0,185,2025-11-13,513.3461411736896,Books
459.0,240,2025-07-17,269.2152330390187,Electronics
460.0,118,2025-08-04,1224.9395491335326,Electronics
461.0,199,2025-11-05,1151.8241208562454,Electronics
462.0,239,2025-11-28,752.4169327098786,Electronics
463.0,246,2025-07-03,786.67653563792,Home
464.0,175,2025-01-27,136.33900010361958,Electronics
465.0,108,2025-06-15,855.4856608742161,Home
466.0,127,2025-11-14,1197.4452098284728,Electronics
467.0,227,2025-10-01,786.67653563792,Electronics
468.0,151,2025-12-31,434.6942366746074,Home
469.0,182,2025-04-13,1017.944994884789,Clothing
470.0,210,2025-11-29,574.1582234496091,Books
471.0,243,2025-04-14,840.0662622143161,Books
472.0,216,2025-09-02,756.9697767544409,Home
473.0,168,2025-11-01,602.7037513995111,Electronics
474.0,198,2025-06-18,1092.373071571496,Home
475.0,239,2025-04-26,1331.6203623795286,Electronics
476.0,124,2025-05-21,57.558151791541164,Home
477.0,222,2025-12-22,786.67653563792,Books
478.0,152,2025-05-05,791.6969473206761,Home
479.0,243,2025-01-25,1066.0612265267346,Books
480.0,156,2025-07-13,1290.6556209550217,Books
481.0,138,2025-04-10,727.3003538556915,Books
482.0,208,2025-01-05,1260.712406379091,Home
483.0,141,2025-01-19,307.5487382100432,Clothing
484.0,241,2025-06-19,280.79292499573097,Home
485.0,221,2025-10-01,1003.3334848414227,Clothing
486.0,232,2025-09-11,1311.707358050019,Clothing
487.0,174,2025-05-01,1344.017957427257,Clothing
488.0,245,2025-02-01,983.4236646470075,Clothing
489.0,175,2025-05-29,811.9593838035104,Electronics
490.0,108,2025-09-23,530.5199771599484,Electronics
491.0,173,2025-02-06,1471.0006026190306,Books
492.0,244,2025-06-26,513.5587456660633,Clothing
493.0,106,2025-12-08,1129.0698554858102,Electronics
494.0,240,2025-01-13,821.373609862251,Home
495.0,236,2025-07-02,932.3428966617527,Clothing
496.0,126,2025-05-25,620.5467983535079,Clothing
497.0,221,2025-09-22,1448.9935319347594,Clothing
498.0,104,2025-03-29,878.939372843943,Home
499.0,128,2025-02-15,1409.7920641652454,Books
500.0,182,2025-04-29,61.00755345217548,Electronics
501.0,235,2025-01-19,880.3723456271254,Electronics
502.0,208,2025-08-08,1089.9209901016436,Electronics
503.0,164,2025-08-21,1130.3662481852161,Home
504.0,185,2025-04-04,1362.216478583438,Books
505.0,244,2025-09-08,56.3823330554901,Books
506.0,170,2025-09-07,50.478730926240836,Electronics
507.0,144,2025-10-09,734.7820181530622,Books
508.0,231,2025-08-20,92.47587225778744,Clothing
509.0,135,2025-02-15,786.67653563792,Clothing
510.0,169,2025-02-15,371.9945030850183,Clothing
511.0,118,2025-01-14,735.3638575790249,Clothing
512.0,207,2025-03-26,138.64956351772423,Books
513.0,190,2025-11-15,806.9702034483248,Clothing
514.0,189,2025-11-24,600.9363814637424,Clothing
515.0,118,2025-01-03,114.75704187197445,Clothing
516.0,138,2025-01-28,535.930186709526,Clothing
517.0,225,2025-06-06,617.5822293231406,Clothing
518.0,240,2025-12-09,1485.386162348663,Home
519.0,225,2025-11-29,351.4345142830944,Home
520.0,157,2025-11-28,839.9304422866445,Clothing
521.0,247,2025-06-24,1481.6075463380116,Clothing
522.0,160,2025-04-24,1198.427851513196,Books
523.0,226,2025-11-27,1490.382876279029,Clothing
524.0,204,2025-09-07,1454.0325562572455,Electronics
525.0,100,2025-02-28,759.8323360365238,Home
526.0,230,2025-07-22,1059.7449823123204,Clothing
527.0,191,2025-11-11,210.1425340646691,Home
528.0,212,2025-08-27,689.6657963178627,Clothing
529.0,155,2025-08-22,1223.0768862867112,Electronics
530.0,216,2025-10-30,782.7362154168579,Clothing
531.0,233,2025-04-05,786.67653563792,Home
532.0,157,2025-05-21,1131.3394284772016,Home
533.0,143,2025-11-30,417.5302548021961,Home
534.0,160,2025-04-23,1319.76409076672,Books
535.0,146,2025-04-19,716.7425248183094,Home
536.0,248,2025-12-28,354.7684002512384,Clothing
537.0,179,2025-12-11,1304.8530285932434,Electronics
538.0,217,2025-10-16,655.8372688540678,Electronics
539.0,246,2025-04-07,1137.9530356505936,Clothing
540.0,119,2025-12-01,844.6479547213097,Books
541.0,245,2025-01-16,603.7140407400257,Clothing
542.0,146,2025-02-13,1224.3208018059256,Home
543.0,148,2025-08-18,897.4814008846889,Books
544.0,113,2025-04-18,616.315048519196,Clothing
545.0,242,2025-08-05,208.91691198593418,Books
546.0,100,2025-09-17,1348.3957049617263,Electronics
547.0,216,2025-11-08,101.4308987454165,Clothing
548.0,153,2025-11-16,1301.6216551336815,Clothing
549.0,217,2025-07-15,571.9442110805754,Electronics
550.0,102,2025-04-05,977.0412070770385,Books
551.0,243,2025-02-25,786.67653563792,Electronics
552.0,111,2025-02-01,269.9745924806527,Books
553.0,173,2025-08-19,872.0781896762747,Clothing
554.0,115,2025-01-09,1158.4276504367785,Clothing
555.0,201,2025-07-10,1148.4965574426333,Books
556.0,216,2025-12-27,812.1662761692808,Home
